iter	Passed	Remaining
328	2190	397232
329	2196	397189
330	2202	397114
331	2209	397087
332	2215	396923
333	2221	396800
334	2226	396614
335	2232	396449
336	2238	396269
337	2244	396120
338	2251	396162
339	2257	396111
340	2263	396071
341	2270	396024
342	2276	395868
343	2282	395810
344	2287	395615
345	2294	395527
346	2300	395519
347	2306	395446
348	2313	395391
349	2319	395349
350	2325	395207
351	2332	395199
352	2338	395058
353	2344	394968
354	2350	394937
355	2356	394883
356	2363	394786
357	2369	394718
358	2374	394542
359	2380	394385
360	2386	394288
361	2392	394103
362	2397	393935
363	2403	393751
364	2409	393623
365	2415	393515
366	2420	393374
367	2426	393240
368	2432	393168
369	2438	393066
370	2445	392986
371	2448	392522
372	2454	392440
373	2461	392421
374	2467	392396
375	2474	392370
376	2480	392300
377	2486	392213
378	2492	392145
379	2498	392063
380	2504	391958
381	2510	391848
382	2517	391803
383	2523	391737
384	2529	391643
385	2535	391559
386	2541	391449
387	2547	391353
388	2553	391240
389	2560	391303
390	2566	391262
391	2572	391173
392	2576	390755
393	2581	390579
394	2587	390466
395	2593	390369
396	2598	390079
397	2605	390117
398	2611	390121
399	2617	390013
400	2623	389888
401	2630	389939
402	2636	389944
403	2642	389878
404	2649	389805
405	2655	389740
406	2661	389624
407	2667	389614
408	2673	389551
409	2679	389507
410	2686	389472
411	2692	389416
412	2698	389279
413	2703	389148
414	2709	389045
415	2715	388978
416	2721	388925
417	2728	388895
418	2734	388854
419	2738	388480
420	2745	388531
421	2751	388435
422	2757	388375
423	2763	388329
424	2769	388241
425	2775	388131
426	2781	388053
427	2787	388047
428	2793	387933
429	2799	387782
430	2804	387629
431	2810	387598
432	2817	387531
433	2823	387463
434	2829	387398
435	2835	387423
436	2841	387345
437	2847	387268
438	2854	387266
439	2860	387252
440	2867	387221
441	2873	387232
442	2880	387292
443	2886	387151
444	2892	387135
445	2898	387000
446	2903	386858
447	2910	386896
448	2917	386916
449	2923	386923
450	2929	386852
451	2936	386880
452	2942	386854
453	2948	386781
454	2955	386805
455	2961	386753
456	2968	386704
457	2974	386650
458	2980	386628
459	2986	386607
460	2993	386579
461	2999	386501
462	3005	386496
463	3011	386386
464	3016	386270
465	3022	386145
466	3027	386002
467	3033	385883
468	3040	385956
469	3046	385874
470	3052	385843
471	3058	385773
472	3065	385778
473	3070	385651
474	3077	385670
475	3083	385584
476	3089	385569
477	3095	385502
478	3102	385466
479	3107	385389
480	3114	385357
481	3120	385364
482	3127	385359
483	3133	385289
484	3139	385195
485	3145	385167
486	3150	385060
487	3156	384978
488	3162	384917
489	3168	384811
490	3174	384794
491	3181	384802
492	3188	384849
493	3194	384830
494	3201	384826
495	3207	384796
496	3214	384819
497	3219	384719
498	3225	384663
499	3231	384526
500	3237	384439
501	3242	384362
502	3249	384319
503	3254	384171
504	3261	384205
505	3267	384200
506	3273	384075
507	3279	384047
508	3286	384062
509	3293	384164
510	3300	384256
511	3308	384387
512	3315	384434
513	3322	384524
514	3328	384486
515	3335	384509
516	3342	384519
517	3349	384627
518	3357	384771
519	3364	384809
520	3370	384812
521	3378	384902
522	3384	384928
523	3391	384928
524	3398	384954
525	3404	384954
526	3412	385113
527	3419	385177
528	3426	385158
529	3432	385102
530	3437	385000
531	3444	385088
532	3451	385081
533	3457	385057
534	3464	385033
535	3470	385018
536	3477	385025
537	3483	385005
538	3490	385028
539	3496	385020
540	3502	384972
541	3508	384928
542	3515	384896
543	3520	384763
544	3525	384635
545	3532	384610
546	3538	384568
547	3545	384608
548	3551	384546
549	3557	384534
550	3563	384434
551	3569	384393
552	3575	384361
553	3581	384347
554	3587	384266
555	3593	384216
556	3600	384198
557	3605	384098
558	3611	384040
559	3617	383971
560	3624	383972
561	3630	383941
562	3636	383914
563	3642	383906
564	3648	383834
565	3654	383744
566	3660	383728
567	3666	383642
568	3672	383627
569	3679	383615
570	3684	383508
571	3690	383429
572	3697	383475
573	3703	383426
574	3709	383389
575	3715	383346
576	3721	383246
577	3728	383305
578	3734	383264
579	3740	383238
580	3748	383312
581	3753	383211
582	3759	383160
583	3765	383089
584	3771	383017
585	3777	382949
586	3782	382842
587	3787	382736
588	3794	382762
589	3801	382796
590	3807	382726
591	3813	382665
592	3820	382706
593	3826	382638
594	3831	382574
595	3838	382562
596	3843	382459
597	3850	382473
598	3856	382445
599	3863	382462
600	3869	382464
601	3875	382403
602	3881	382302
603	3887	382282
604	3894	382289
605	3899	382229
606	3906	382259
607	3912	382187
608	3918	382123
609	3924	382133
610	3931	382106
611	3937	382098
612	3943	382017
613	3950	382066
614	3956	382048
615	3962	382028
616	3969	382017
617	3974	381945
618	3981	381906
619	3988	381953
620	3993	381867
621	4000	381869
622	4006	381872
623	4013	381891
624	4020	381978
625	4026	381941
626	4032	381898
627	4039	381856
628	4045	381860
629	4051	381844
630	4057	381804
631	4063	381720
632	4069	381678
633	4075	381652
634	4081	381599
635	4087	381535
636	4092	381431
637	4098	381338
638	4104	381336
639	4110	381286
640	4117	381254
641	4123	381265
642	4129	381206
643	4134	381112
644	4141	381094
645	4147	381104
646	4154	381082
647	4160	381078
648	4166	380999
649	4172	381005
650	4179	381053
651	4185	380990
652	4192	380997
653	4198	381005
654	4204	380932
655	4210	380895
656	4216	380836
657	4222	380837
658	4229	380859
659	4236	380875
660	4242	380811
661	4248	380829
662	4254	380761
663	4260	380740
664	4266	380723
665	4272	380681
666	4279	380693
667	4286	380716
668	4293	380743
669	4299	380746
670	4305	380701
671	4311	380683
672	4317	380643
673	4324	380628
674	4330	380626
675	4336	380576
676	4343	380610
677	4349	380581
678	4356	380582
679	4362	380554
680	4368	380534
681	4374	380503
682	4380	380453
683	4387	380461
684	4393	380408
685	4398	380329
686	4405	380344
687	4411	380349
688	4419	380399
689	4425	380387
690	4431	380359
691	4436	380272
692	4443	380240
693	4449	380206
694	4455	380192
695	4462	380235
696	4468	380191
697	4474	380184
698	4481	380193
699	4487	380162
700	4493	380141
701	4500	380121
702	4505	380057
703	4511	380032
704	4517	379941
705	4523	379908
706	4529	379860
707	4536	379913
708	4543	379916
709	4549	379952
710	4556	379930
711	4561	379859
712	4567	379819
713	4573	379795
714	4579	379739
715	4586	379725
716	4591	379660
717	4598	379664
718	4604	379623
719	4610	379590
720	4616	379551
721	4622	379525
722	4627	379433
723	4633	379370
724	4639	379347
725	4645	379295
726	4651	379266
727	4658	379278
728	4664	379248
729	4670	379176
730	4676	379169
731	4682	379154
732	4688	379108
733	4694	379088
734	4701	379060
735	4707	379039
736	4713	379034
737	4719	378998
738	4726	378987
739	4731	378898
740	4738	378937
741	4744	378931
742	4751	378918
743	4757	378894
744	4763	378893
745	4769	378804
746	4775	378768
747	4781	378735
748	4787	378691
749	4793	378701
750	4800	378718
751	4807	378731
752	4813	378711
753	4820	378763
754	4825	378689
755	4831	378610
756	4837	378562
757	4844	378611
758	4850	378562
759	4856	378545
760	4862	378511
761	4868	378513
762	4875	378509
763	4881	378484
764	4887	378428
765	4893	378415
766	4899	378348
767	4905	378353
768	4912	378360
769	4918	378334
770	4924	378321
771	4931	378313
772	4937	378277
773	4943	378238
774	4949	378209
775	4955	378193
776	4960	378117
777	4967	378105
778	4973	378058
779	4979	378091
780	4985	378054
781	4992	378051
782	4998	378007
783	5005	378031
784	5011	378017
785	5017	377970
786	5023	377954
787	5029	377927
788	5035	377919
789	5042	377911
790	5048	377882
791	5054	377857
792	5060	377828
793	5067	377854
794	5074	377878
795	5080	377856
796	5086	377842
797	5092	377824
798	5098	377790
799	5105	377807
800	5111	377760
801	5117	377715
802	5123	377687
803	5129	377688
804	5135	377667
805	5142	377654
806	5147	377591
807	5154	377622
808	5161	377655
809	5167	377603
810	5174	377615
811	5179	377528
812	5185	377480
813	5191	377458
814	5197	377432
815	5203	377406
816	5210	377416
817	5216	377406
818	5223	377416
819	5229	377389
820	5235	377386
821	5241	377370
822	5246	377277
823	5253	377263
824	5259	377284
825	5265	377237
826	5271	377194
827	5277	377146
828	5283	377139
829	5289	377095
830	5295	377040
831	5302	377070
832	5309	377106
833	5314	377050
834	5321	377079
835	5327	377009
836	5333	376992
837	5339	376980
838	5345	376948
839	5351	376929
840	5357	376890
841	5363	376843
842	5369	376805
843	5375	376782
844	5381	376760
845	5387	376729
846	5393	376682
847	5399	376665
848	5406	376647
849	5412	376612
850	5418	376621
851	5424	376551
852	5430	376534
853	5436	376534
854	5442	376480
855	5448	376450
856	5454	376451
857	5461	376431
858	5466	376382
859	5472	376325
860	5478	376282
861	5484	376254
862	5491	376270
863	5497	376239
864	5502	376170
865	5508	376120
866	5514	376091
867	5520	376095
868	5526	376023
869	5531	375967
870	5537	375888
871	5543	375876
872	5550	375958
873	5557	375976
874	5563	375900
875	5569	375894
876	5575	375849
877	5581	375831
878	5587	375843
879	5594	375846
880	5601	375854
881	5607	375835
882	5613	375840
883	5620	375853
884	5626	375842
885	5633	375840
886	5639	375814
887	5644	375757
888	5650	375731
889	5657	375716
890	5662	375677
891	5669	375707
892	5675	375641
893	5681	375611
894	5687	375598
895	5693	375565
896	5699	375561
897	5705	375526
898	5712	375514
899	5717	375449
900	5724	375462
901	5730	375481
902	5736	375432
903	5743	375430
904	5749	375417
905	5756	375462
906	5761	375395
907	5767	375344
908	5773	375315
909	5779	375298
910	5785	375276
911	5792	375297
912	5798	375287
913	5805	375281
914	5811	375268
915	5817	375252
916	5823	375216
917	5830	375227
918	5837	375257
919	5842	375208
920	5848	375177
921	5854	375124
922	5861	375138
923	5866	375082
924	5872	375052
925	5878	375021
926	5884	375017
927	5891	375019
928	5897	375025
929	5904	375005
930	5909	374954
931	5916	374982
932	5922	374948
933	5928	374930
934	5934	374897
935	5940	374867
936	5946	374856
937	5952	374828
938	5958	374796
939	5965	374784
940	5970	374749
941	5977	374754
942	5983	374708
943	5988	374643
944	5995	374670
945	6000	374605
946	6008	374656
947	6014	374642
948	6019	374569
949	6025	374526
950	6031	374519
951	6037	374493
952	6043	374458
953	6049	374443
954	6055	374421
955	6061	374390
956	6068	374385
957	6074	374376
958	6081	374380
959	6087	374367
960	6092	374321
961	6099	374348
962	6106	374342
963	6112	374315
964	6117	374275
965	6124	374285
966	6130	374248
967	6136	374237
968	6143	374243
969	6149	374224
970	6155	374198
971	6161	374193
972	6168	374234
973	6175	374268
974	6181	374225
975	6188	374253
976	6194	374239
977	6200	374209
978	6206	374151
979	6212	374117
980	6218	374094
981	6223	374046
982	6229	374023
983	6235	373975
984	6241	373948
985	6247	373902
986	6253	373907
987	6259	373870
988	6265	373870
989	6271	373846
990	6277	373794
991	6283	373772
992	6289	373758
993	6295	373697
994	6301	373660
995	6307	373658
996	6314	373669
997	6320	373655
998	6326	373647
999	6333	373684
1000	6339	373667
1001	6346	373663
1002	6352	373678
1003	6358	373654
1004	6365	373636
1005	6371	373618
1006	6376	373566
1007	6382	373522
1008	6388	373476
1009	6394	373459
1010	6399	373409
1011	6406	373402
1012	6412	373399
1013	6418	373398
1014	6425	373393
1015	6431	373371
1016	6437	373353
1017	6444	373383
1018	6450	373383
1019	6456	373316
1020	6461	373264
1021	6467	373237
1022	6473	373213
1023	6480	373215
1024	6486	373202
1025	6492	373175
1026	6499	373194
1027	6504	373155
1028	6511	373145
1029	6517	373118
1030	6522	373042
1031	6528	373019
1032	6534	372984
1033	6540	372970
1034	6546	372937
1035	6553	372968
1036	6558	372938
1037	6564	372901
1038	6570	372846
1039	6576	372825
1040	6582	372790
1041	6588	372779
1042	6594	372746
1043	6600	372728
1044	6606	372741
1045	6613	372767
1046	6619	372712
1047	6625	372710
1048	6631	372695
1049	6638	372704
1050	6644	372689
1051	6650	372650
1052	6656	372614
1053	6662	372611
1054	6669	372623
1055	6675	372604
1056	6681	372576
1057	6686	372537
1058	6693	372522
1059	6698	372480
1060	6705	372478
1061	6711	372443
1062	6718	372515
1063	6724	372491
1064	6731	372494
1065	6737	372497
1066	6743	372460
1067	6749	372414
1068	6754	372368
1069	6760	372355
1070	6767	372353
1071	6773	372319
1072	6779	372290
1073	6785	372298
1074	6791	372263
1075	6797	372237
1076	6803	372242
1077	6810	372252
1078	6816	372211
1079	6822	372184
1080	6828	372165
1081	6834	372148
1082	6840	372121
1083	6846	372113
1084	6852	372066
1085	6858	372079
1086	6864	372030
1087	6869	371976
1088	6876	371990
1089	6882	371969
1090	6889	371997
1091	6895	371959
1092	6901	371941
1093	6907	371930
1094	6913	371907
1095	6919	371904
1096	6925	371881
1097	6931	371852
1098	6938	371845
1099	6943	371818
1100	6950	371829
1101	6956	371798
1102	6962	371780
1103	6968	371734
1104	6974	371729
1105	6980	371712
1106	6986	371709
1107	6993	371704
1108	6999	371688
1109	7004	371643
1110	7011	371644
1111	7017	371612
1112	7023	371618
1113	7030	371613
1114	7036	371616
1115	7043	371648
1116	7049	371620
1117	7055	371576
1118	7061	371552
1119	7067	371552
1120	7073	371532
1121	7079	371513
1122	7085	371491
1123	7091	371453
1124	7097	371443
1125	7104	371449
1126	7110	371451
1127	7117	371462
1128	7123	371440
1129	7129	371417
1130	7134	371370
1131	7140	371339
1132	7146	371306
1133	7152	371266
1134	7158	371245
1135	7164	371244
1136	7170	371195
1137	7177	371238
1138	7183	371251
1139	7190	371235
1140	7196	371258
1141	7203	371252
1142	7210	371272
1143	7215	371224
1144	7221	371214
1145	7228	371232
1146	7235	371245
1147	7240	371207
1148	7247	371220
1149	7254	371232
1150	7260	371206
1151	7266	371202
1152	7272	371175
1153	7278	371149
1154	7285	371157
1155	7290	371130
1156	7297	371141
1157	7303	371136
1158	7310	371135
1159	7316	371128
1160	7322	371113
1161	7329	371110
1162	7335	371101
1163	7341	371088
1164	7347	371083
1165	7354	371073
1166	7360	371048
1167	7365	371004
1168	7372	371038
1169	7378	370981
1170	7383	370957
1171	7390	370939
1172	7396	370919
1173	7402	370915
1174	7407	370870
1175	7413	370841
1176	7420	370859
1177	7427	370865
1178	7433	370857
1179	7440	370870
1180	7446	370857
1181	7452	370835
1182	7458	370821
1183	7464	370817
1184	7471	370818
1185	7478	370844
1186	7483	370808
1187	7489	370782
1188	7495	370750
1189	7502	370771
1190	7508	370759
1191	7514	370739
1192	7521	370738
1193	7527	370749
1194	7534	370751
1195	7540	370753
1196	7546	370742
1197	7552	370721
1198	7558	370693
1199	7565	370709
1200	7571	370679
1201	7577	370679
1202	7584	370683
1203	7589	370637
1204	7595	370615
1205	7602	370627
1206	7608	370618
1207	7614	370599
1208	7620	370574
1209	7626	370559
1210	7633	370559
1211	7639	370535
1212	7645	370528
1213	7651	370510
1214	7657	370496
1215	7663	370459
1216	7668	370422
1217	7674	370373
1218	7680	370373
1219	7687	370387
1220	7693	370362
1221	7700	370377
1222	7706	370359
1223	7712	370349
1224	7718	370306
1225	7724	370307
1226	7731	370321
1227	7737	370295
1228	7743	370301
1229	7750	370325
1230	7756	370293
1231	7762	370295
1232	7768	370280
1233	7774	370251
1234	7780	370214
1235	7785	370171
1236	7792	370170
1237	7798	370177
1238	7805	370194
1239	7812	370205
1240	7818	370186
1241	7824	370157
1242	7830	370142
1243	7836	370132
1244	7842	370117
1245	7848	370083
1246	7854	370045
1247	7860	370032
1248	7866	370032
1249	7872	370008
1250	7879	370046
1251	7885	370010
1252	7892	370024
1253	7898	370036
1254	7905	370044
1255	7911	370042
1256	7917	370014
1257	7924	370049
1258	7930	370022
1259	7936	370007
1260	7942	369982
1261	7948	369960
1262	7954	369953
1263	7961	369943
1264	7966	369902
1265	7972	369893
1266	7978	369873
1267	7984	369844
1268	7990	369817
1269	7996	369780
1270	8003	369820
1271	8009	369794
1272	8016	369804
1273	8021	369769
1274	8027	369725
1275	8033	369695
1276	8039	369698
1277	8045	369665
1278	8051	369656
1279	8057	369652
1280	8064	369663
1281	8070	369646
1282	8076	369615
1283	8082	369602
1284	8089	369623
1285	8095	369612
1286	8101	369583
1287	8107	369574
1288	8114	369592
1289	8120	369569
1290	8126	369559
1291	8133	369582
1292	8139	369582
1293	8146	369586
1294	8153	369626
1295	8160	369623
1296	8166	369630
1297	8173	369642
1298	8180	369650
1299	8185	369622
1300	8192	369647
1301	8198	369607
1302	8204	369584
1303	8210	369580
1304	8217	369584
1305	8223	369576
1306	8229	369560
1307	8235	369550
1308	8242	369554
1309	8248	369557
1310	8255	369563
1311	8261	369565
1312	8267	369521
1313	8273	369498
1314	8280	369517
1315	8286	369505
1316	8293	369528
1317	8299	369503
1318	8304	369474
1319	8310	369444
1320	8316	369440
1321	8322	369407
1322	8328	369399
1323	8335	369407
1324	8341	369395
1325	8347	369373
1326	8353	369340
1327	8359	369314
1328	8365	369305
1329	8370	369262
1330	8377	369284
1331	8384	369291
1332	8389	369244
1333	8395	369224
1334	8401	369183
1335	8407	369166
1336	8413	369177
1337	8419	369157
1338	8425	369130
1339	8431	369086
1340	8437	369069
1341	8443	369054
1342	8450	369078
1343	8456	369065
1344	8462	369060
1345	8468	369018
1346	8475	369039
1347	8480	368998
1348	8486	368982
1349	8492	368964
1350	8498	368942
1351	8504	368922
1352	8511	368929
1353	8518	368953
1354	8524	368939
1355	8530	368941
1356	8536	368897
1357	8543	368919
1358	8549	368895
1359	8554	368863
1360	8561	368853
1361	8567	368855
1362	8573	368844
1363	8579	368807
1364	8584	368773
1365	8591	368784
1366	8597	368764
1367	8602	368721
1368	8608	368702
1369	8615	368711
1370	8621	368693
1371	8628	368709
1372	8634	368690
1373	8641	368709
1374	8647	368678
1375	8652	368639
1376	8659	368665
1377	8665	368642
1378	8671	368636
1379	8678	368628
1380	8684	368619
1381	8691	368634
1382	8697	368636
1383	8703	368595
1384	8709	368608
1385	8716	368611
1386	8723	368631
1387	8728	368602
1388	8735	368603
1389	8742	368613
1390	8748	368593
1391	8753	368550
1392	8759	368552
1393	8766	368563
1394	8773	368570
1395	8779	368548
