iter	RMSE
241	179.8809084
242	179.6617155
243	179.3588716
244	179.2516731
245	178.7056728
246	178.4427785
247	177.7010181
248	177.5694923
249	177.4966674
250	176.8063936
251	176.641453
252	176.3974268
253	176.3327312
254	176.2904087
255	175.5375009
256	174.9498042
257	174.8362171
258	174.6042246
259	174.0878805
260	173.3554246
261	172.5750303
262	172.0073746
263	171.7987277
264	171.2030679
265	171.0291592
266	170.7730003
267	170.6180366
268	170.2584638
269	169.5209943
270	169.1368618
271	168.3171081
272	168.2472937
273	167.8642123
274	167.3294332
275	166.9258738
276	166.6800021
277	166.337315
278	166.2710616
279	166.0073391
280	165.2767322
281	164.7183813
282	164.4985432
283	163.8879154
284	163.4955574
285	163.3842854
286	162.9399683
287	162.4060915
288	162.3302732
289	162.1624836
290	162.0641161
291	162.0158672
292	161.6621051
293	161.2472812
294	161.0753857
295	160.4924262
296	160.0950108
297	159.5484613
298	159.0196879
299	158.6186603
300	158.5325252
301	158.3167303
302	158.2697413
303	158.2054499
304	157.8537014
305	157.2345403
306	157.0609471
307	156.5398689
308	156.1301726
309	156.0676723
310	155.4948998
311	154.8812459
312	154.6699228
313	154.6056238
314	154.4496258
315	154.3683419
316	154.2872615
317	154.1391429
318	154.0157167
319	153.7761968
320	153.3442253
321	152.916183
322	152.8711095
323	152.5042977
324	152.4413697
325	151.9658151
326	151.4976316
327	151.2258785
328	150.9415153
329	150.6057939
330	150.1283799
331	149.7005908
332	149.3511441
333	149.296072
334	149.1457125
335	148.7246485
336	148.4936769
337	148.4391261
338	147.9136639
339	147.4973762
340	147.0500899
341	146.6542606
342	146.2651583
343	145.9935723
344	145.7787356
345	145.6271637
346	145.4757121
347	144.9260227
348	144.5303127
349	144.4317098
350	144.3987129
351	144.0231713
352	143.9994741
353	143.5803996
354	143.1594489
355	142.8631292
356	142.5044446
357	142.158414
358	142.0333925
359	141.9893355
360	141.5601524
361	141.4943087
362	141.196847
363	140.7548309
364	140.6822602
365	140.6121955
366	140.0529252
367	139.8673245
368	139.8297783
369	139.5320802
370	139.1728895
371	139.1272363
372	138.8315854
373	138.3787012
374	137.9636176
375	137.9018479
376	137.5602247
377	137.3721846
378	137.1905044
379	137.1600478
380	136.7350638
381	136.6579393
382	136.6275354
383	136.5746027
384	136.3709578
385	136.0359666
386	135.9971476
387	135.8119819
388	135.7374752
389	135.3945876
390	135.2330598
391	135.1937469
392	135.1545219
393	135.0190274
394	134.7874019
395	134.5079575
396	134.4768235
397	134.0152753
398	133.5596182
399	133.5299629
400	133.4322692
401	133.215294
402	133.043532
403	132.5951691
404	132.221082
405	131.8693688
406	131.7506899
407	131.6353911
408	131.3896064
409	131.0636549
410	130.742869
411	130.3300348
412	130.2627939
413	130.1472094
414	130.0383354
415	129.7642245
416	129.4536637
417	129.1344544
418	128.8440961
419	128.8310693
420	128.3912834
421	128.0364013
422	127.9800806
423	127.7093179
424	127.5410459
425	127.4013977
426	127.1403066
427	126.7488897
428	126.7223351
429	126.7053401
430	126.6850349
431	126.5739652
432	126.5457247
433	126.4718095
434	126.2926579
435	126.0401783
436	125.7672068
437	125.4670242
438	125.1856342
439	124.9705708
440	124.7512623
441	124.5361868
442	124.3683941
443	124.1585253
444	124.1307111
445	124.0684242
446	123.7902721
447	123.5552296
448	123.1739272
449	122.8175233
450	122.7975424
451	122.5592719
452	122.3870845
453	122.1751219
454	121.8664116
455	121.5634425
456	121.2902221
457	121.0856125
458	120.7756911
459	120.6019424
460	120.3479987
461	120.3280741
462	120.1923035
463	120.0675936
464	119.7914841
465	119.6350152
466	119.5578766
467	119.4374044
468	119.34908
469	119.0860635
470	118.672682
471	118.4066199
472	118.2593644
473	118.1997332
474	117.9158764
475	117.8439971
476	117.6310671
477	117.6206808
478	117.2745792
479	117.25577
480	117.1105506
481	116.9393433
482	116.7100974
483	116.4345834
484	116.2501523
485	116.0550601
486	115.6842223
487	115.4310673
488	115.3960049
489	115.2820594
490	114.9568023
491	114.8782189
492	114.7976963
493	114.6603307
494	114.3564188
495	114.1205208
496	113.8544779
497	113.7171505
498	113.6523515
499	113.4993273
500	113.3225253
501	113.2807315
502	113.2187208
503	113.1937079
504	113.0792529
505	112.7976672
506	112.7538265
507	112.5940189
508	112.3190382
509	112.0773099
510	112.0190957
511	111.7715421
512	111.5789186
513	111.420493
514	111.1889205
515	111.0263108
516	110.773574
517	110.7332262
518	110.5537866
519	110.3240273
520	110.0728241
521	109.8511506
522	109.6290007
523	109.4565328
524	109.4323673
525	109.2659274
526	109.17042
527	108.9617091
528	108.7426434
529	108.595106
530	108.5608655
531	108.3055464
532	108.0467435
533	107.8538034
534	107.6184318
535	107.4646164
536	107.3256478
537	107.2544697
538	107.0821981
539	106.8427295
540	106.6761998
541	106.4959006
542	106.4099929
543	106.3888168
544	106.3379508
545	106.203523
546	106.0775515
547	105.9208056
548	105.8030949
549	105.6989943
550	105.6459854
551	105.6289366
552	105.3604618
553	105.074214
554	105.0610763
555	105.0305537
556	104.9347403
557	104.9226816
558	104.6995886
559	104.3994915
560	104.2710622
561	103.869952
562	103.6972856
563	103.5752143
564	103.5603684
565	103.4595531
566	103.3431063
567	103.2189343
568	103.036289
569	102.8038803
570	102.5776994
571	102.5591614
572	102.4010418
573	102.1495785
574	101.9864101
575	101.9364136
576	101.85166
577	101.6318109
578	101.513154
579	101.4467068
580	101.228513
581	101.1974665
582	101.008328
583	100.9972569
584	100.931972
585	100.8503643
586	100.843696
587	100.7731395
588	100.5485564
589	100.3282911
590	100.3102659
591	100.2778244
592	100.0162637
593	99.90916152
594	99.65668427
595	99.63071717
596	99.60671632
597	99.4890114
598	99.28957627
599	99.13380199
600	98.9646261
601	98.89402412
602	98.71981296
603	98.52581
604	98.32433418
605	98.31625323
606	98.16775083
607	97.98289921
608	97.84322676
609	97.71086159
610	97.57870647
611	97.43670934
612	97.31215584
613	97.1590455
614	97.01564933
615	96.89747529
616	96.69565691
617	96.57677288
618	96.39254376
619	96.31996051
620	96.31040148
621	96.20989315
622	95.97883487
623	95.84495823
624	95.62623254
625	95.48005916
626	95.41488508
627	95.3618604
628	95.2227219
629	95.053075
630	94.99108495
631	94.93032567
632	94.79293847
633	94.77693513
634	94.73087755
635	94.69287893
636	94.62917222
637	94.57058826
638	94.42900914
639	94.32289128
640	94.14715946
641	94.11413708
642	94.07164373
643	93.95829899
644	93.77730223
645	93.63103765
646	93.58157971
647	93.4758956
648	93.42284855
649	93.22152446
650	93.03685958
651	92.85744667
652	92.69539517
653	92.56079232
654	92.5535522
655	92.33716522
656	92.26669284
657	92.15165878
658	91.9965898
659	91.85987055
660	91.8368747
661	91.7327137
662	91.62613093
663	91.43770742
664	91.21038619
665	91.15050687
666	90.85732165
667	90.73130366
668	90.63562096
669	90.52545759
670	90.42796932
671	90.3189984
672	90.15742771
673	90.02663615
674	89.90716179
675	89.81408962
676	89.65585411
677	89.46654963
678	89.35855834
679	89.27431058
680	89.23187648
681	89.10858285
682	89.04941254
683	88.97217065
684	88.79767158
685	88.73636842
686	88.66950335
687	88.53120515
688	88.38479169
689	88.29793617
690	88.22346017
691	88.1436162
692	88.05086244
693	87.92899516
694	87.8619141
695	87.8073628
696	87.78570899
697	87.65480893
698	87.50898942
699	87.38901065
700	87.28523006
701	87.14772449
702	87.05379608
703	86.91408662
704	86.84993933
705	86.7459958
706	86.61014754
707	86.52741522
708	86.48031154
709	86.37155749
710	86.35448164
711	86.19217509
712	86.18317162
713	86.08712698
714	86.04884422
715	85.87399154
716	85.81704434
717	85.73137806
718	85.70017222
719	85.61424429
720	85.52688055
721	85.33832506
722	85.26054605
723	85.13927075
724	85.07669522
725	84.98414306
726	84.84286158
727	84.72205909
728	84.58623985
729	84.53138852
730	84.3897039
731	84.28010383
732	84.19970259
733	84.1476157
734	84.11718747
735	84.02273104
736	83.9300135
737	83.83884216
738	83.72744815
739	83.5658616
740	83.520633
741	83.46029412
742	83.43720082
743	83.38401522
744	83.29150497
745	83.15062954
746	83.10549814
747	83.0972808
748	83.01695124
749	82.9384908
750	82.87725359
751	82.72974626
752	82.64086763
753	82.5542209
754	82.46369973
755	82.45025767
756	82.39728162
757	82.30880681
758	82.21003122
759	82.12738871
760	82.0427776
761	81.88335032
762	81.71109701
763	81.69075394
764	81.62213111
765	81.57726532
766	81.50792296
767	81.42917313
768	81.34809875
769	81.32408518
770	81.22034495
771	81.07159427
772	80.92512944
773	80.87895538
774	80.79623431
775	80.73149785
776	80.70668342
777	80.61433217
778	80.4984566
779	80.40549598
780	80.31708609
781	80.1659656
782	80.06018007
783	79.99972796
784	79.94597056
785	79.83971906
786	79.79680018
787	79.73265662
788	79.62920819
789	79.50471522
790	79.45554358
791	79.37875103
792	79.3183801
793	79.23679604
794	79.1452255
795	79.06938123
796	79.06331143
797	78.98297382
798	78.96923852
799	78.90672384
800	78.86291708
801	78.76338119
802	78.66402847
803	78.6183108
804	78.57635268
805	78.45692439
806	78.40413698
807	78.29093426
808	78.18010909
809	78.13337224
810	78.01502475
811	77.990997
812	77.89441357
813	77.76623247
814	77.71888547
815	77.62131748
816	77.52572763
817	77.39876278
818	77.33147093
819	77.29223699
820	77.21876869
821	77.18161593
822	77.12205737
823	76.97535786
824	76.94134381
825	76.81649186
826	76.74107022
827	76.66446568
828	76.5686808
829	76.54920945
830	76.47683233
831	76.40349063
832	76.2978304
833	76.26432487
834	76.20924639
835	76.12415623
836	76.05591535
837	75.95544019
838	75.88358523
839	75.77901553
840	75.72103743
841	75.65838378
842	75.49469317
843	75.42117598
844	75.22451873
845	75.1742014
846	75.12297662
847	74.99110898
848	74.92460882
849	74.87612533
850	74.77853173
851	74.70099939
852	74.63927267
853	74.56291736
854	74.50474952
855	74.39775
856	74.32258534
857	74.23748038
858	74.19087176
859	74.12973307
860	74.03492098
861	74.02739245
862	73.93331378
863	73.91219223
864	73.84807554
865	73.78762435
866	73.78185945
867	73.68798137
868	73.63480672
869	73.54451991
870	73.53866437
871	73.49351025
872	73.4731146
873	73.43425652
874	73.40002922
875	73.39625891
876	73.38986684
877	73.35740004
878	73.28811841
879	73.25315154
880	73.16267833
881	73.10748215
882	73.00141975
883	72.9007375
884	72.86859015
885	72.79757068
886	72.76123304
887	72.65389538
888	72.58234672
889	72.52662835
890	72.51250845
891	72.44509713
892	72.44157155
893	72.41052365
894	72.36273111
895	72.31015604
896	72.28744946
897	72.27411716
898	72.23610827
899	72.23229288
900	72.07190596
901	72.00979905
902	71.98909589
903	71.93403651
904	71.87232167
905	71.78654346
906	71.68651368
907	71.57749838
908	71.53659508
909	71.49563446
910	71.43004452
911	71.38891524
912	71.32326073
913	71.23083572
914	71.17994255
915	71.04617527
916	71.01322921
917	70.9588208
918	70.89777689
919	70.79023536
920	70.72034459
921	70.6597044
922	70.59854118
923	70.52828632
924	70.48921492
925	70.42283039
926	70.38184454
927	70.30976462
928	70.18933496
929	70.17215867
930	70.13620093
931	70.05168801
932	70.0179531
933	69.9881785
934	69.97872867
935	69.93999312
936	69.87321089
937	69.81765829
938	69.79601633
939	69.75077183
940	69.70711645
941	69.68716913
942	69.68057637
943	69.65455064
944	69.57465638
945	69.52852171
946	69.4350196
947	69.33167521
948	69.2816576
949	69.26937298
950	69.16884193
951	69.10492126
952	69.08377559
953	68.98553428
954	68.97280173
955	68.94583315
956	68.87379193
957	68.81430747
958	68.71429947
959	68.6598635
960	68.6386124
961	68.5824268
962	68.53234953
963	68.52821444
964	68.51004144
965	68.46247926
966	68.43120599
967	68.37686651
968	68.31906455
969	68.25404829
970	68.20294068
971	68.14218458
972	68.07692235
973	67.99937606
974	67.9330138
975	67.86482013
976	67.82491341
977	67.7877416
978	67.77652702
979	67.76431634
980	67.70925539
981	67.6658812
982	67.61801462
983	67.5982491
984	67.59358151
985	67.54131464
986	67.45863646
987	67.43795031
988	67.37308333
989	67.33783863
990	67.30361402
991	67.1696233
992	67.11054077
993	67.10866873
994	67.0424415
995	66.97100032
996	66.79895134
997	66.7887474
998	66.73735538
999	66.70158229
1000	66.64267489
1001	66.56056002
1002	66.48712158
1003	66.44597449
1004	66.41942114
1005	66.35008282
1006	66.34581308
1007	66.33158448
1008	66.27424521
1009	66.2375197
1010	66.22747699
1011	66.11732025
1012	66.06599465
1013	66.02660997
1014	65.99450357
1015	65.95698656
1016	65.86053881
1017	65.79938826
1018	65.69515508
1019	65.66919285
1020	65.63848698
1021	65.60348279
1022	65.56244366
1023	65.52021508
1024	65.48610268
1025	65.43792522
1026	65.35585562
1027	65.32530177
1028	65.28632191
1029	65.24660594
1030	65.24347622
1031	65.22644465
1032	65.22440127
1033	65.18015617
1034	65.12767342
1035	65.09201953
1036	65.08312268
1037	65.03603579
1038	65.01402355
1039	64.9925152
1040	64.96301558
1041	64.87516429
1042	64.81734653
1043	64.78871045
1044	64.76395949
1045	64.71852298
1046	64.68372763
1047	64.60800586
1048	64.55671269
1049	64.50060432
1050	64.48956808
1051	64.48646191
1052	64.46635737
1053	64.41217207
1054	64.35185266
1055	64.27600938
1056	64.22744126
1057	64.2111055
1058	64.18217973
1059	64.16252843
1060	64.11866511
1061	64.08069103
1062	63.99962636
1063	63.94927943
1064	63.9203437
1065	63.84633568
1066	63.82479489
1067	63.79883143
1068	63.78065621
1069	63.73763023
1070	63.69685836
1071	63.650553
1072	63.60702601
1073	63.53929541
1074	63.50372099
1075	63.4743263
1076	63.43904469
1077	63.35955821
1078	63.3027573
1079	63.26633495
1080	63.18159694
1081	63.15207583
1082	63.12763754
1083	63.11405224
1084	63.0707091
1085	62.94927994
1086	62.89029278
1087	62.88587841
1088	62.85426626
1089	62.76640989
1090	62.69043805
1091	62.64928821
1092	62.6134828
1093	62.57747163
1094	62.50691688
1095	62.44176308
1096	62.39321698
1097	62.29944457
1098	62.22235936
1099	62.14220003
1100	62.075384
1101	62.02706525
1102	61.97062104
1103	61.9646508
1104	61.89910211
1105	61.86883898
1106	61.84110938
1107	61.80750271
1108	61.76549998
1109	61.76386226
1110	61.73161113
1111	61.68913191
1112	61.64819358
1113	61.58148169
1114	61.50308469
1115	61.455611
1116	61.42791141
1117	61.40976456
1118	61.37258749
1119	61.34943816
1120	61.26954829
1121	61.24310527
1122	61.2134849
1123	61.20848269
1124	61.15797819
1125	61.0571629
1126	60.97446695
1127	60.94214801
1128	60.93532404
1129	60.85718813
1130	60.84291457
1131	60.81420394
1132	60.79489141
1133	60.77668926
1134	60.69519222
1135	60.63981311
1136	60.63643518
1137	60.61582975
1138	60.56337746
1139	60.49167603
1140	60.46546227
1141	60.39936643
1142	60.34644768
1143	60.27333358
1144	60.25999661
1145	60.20642181
1146	60.13488299
1147	60.10859448
1148	60.06125396
1149	59.97986531
1150	59.96808426
1151	59.91419815
1152	59.8784276
1153	59.82759589
1154	59.77662073
1155	59.77013877
1156	59.73247996
1157	59.6893387
1158	59.64127423
1159	59.61881726
1160	59.54282609
1161	59.49297873
1162	59.436132
1163	59.40768304
1164	59.37917314
1165	59.29877034
1166	59.27909262
1167	59.23532468
1168	59.20824553
1169	59.18903937
1170	59.18748696
1171	59.14333511
1172	59.08819761
1173	59.04898953
1174	59.01948943
1175	59.01007744
1176	58.96197743
1177	58.91590923
1178	58.87246409
1179	58.79797664
1180	58.73926103
1181	58.72253947
1182	58.7059156
1183	58.6721095
1184	58.6189751
1185	58.59507603
1186	58.51911554
1187	58.50836535
1188	58.47417821
1189	58.40235852
1190	58.33720888
1191	58.33468874
1192	58.30810239
1193	58.2250954
1194	58.13767137
1195	58.0914604
1196	58.04617517
1197	58.00417053
1198	57.95589073
1199	57.94383955
1200	57.91241161
1201	57.87008581
1202	57.82989723
1203	57.80989755
1204	57.76095765
1205	57.72454573
1206	57.66143219
1207	57.60741397
1208	57.5909488
1209	57.56134494
1210	57.51346306
1211	57.49275288
1212	57.42868208
1213	57.42033797
1214	57.369838
1215	57.34041301
1216	57.29003161
1217	57.25854332
1218	57.21978221
1219	57.18902138
1220	57.14606769
1221	57.12424546
1222	57.07963238
1223	57.06319599
1224	57.03483276
1225	57.00734668
1226	56.96490789
1227	56.94564115
1228	56.89255194
1229	56.86580803
1230	56.8515876
1231	56.82352652
1232	56.79344107
1233	56.75178615
1234	56.7468075
1235	56.745364
1236	56.70799064
1237	56.66987103
1238	56.62887868
1239	56.58854663
1240	56.53813765
1241	56.50569609
1242	56.48316748
1243	56.44624323
1244	56.40807878
1245	56.39790495
1246	56.36514508
1247	56.3619494
1248	56.3327701
1249	56.29001088
1250	56.23352458
1251	56.18971845
1252	56.14252671
1253	56.08370407
1254	56.03764451
1255	55.98461461
1256	55.96611495
1257	55.91158652
1258	55.90056175
1259	55.8360556
1260	55.81743293
1261	55.79385794
1262	55.75382986
1263	55.67051709
1264	55.64333337
1265	55.62732883
1266	55.60592349
1267	55.58320814
1268	55.55472774
1269	55.54260177
1270	55.5017592
1271	55.47062591
1272	55.43916889
1273	55.40335399
1274	55.40078591
1275	55.34370969
1276	55.28537349
1277	55.27074437
1278	55.26314923
1279	55.20063532
1280	55.16657486
1281	55.12808693
1282	55.12414786
1283	55.08321441
1284	55.03254533
1285	55.01094546
1286	54.98451311
1287	54.94602606
1288	54.8912099
1289	54.87340201
1290	54.81600948
1291	54.78918823
1292	54.74508586
1293	54.69595559
1294	54.67018205
1295	54.62895089
1296	54.60278003
1297	54.57045932
1298	54.53784146
1299	54.49853519
1300	54.45350578
1301	54.44010315
1302	54.40692178
1303	54.3390878
1304	54.28688684
1305	54.24611627
1306	54.21249737
1307	54.1919032
1308	54.15657766
1309	54.13223826
1310	54.08740621
1311	54.04368775
1312	54.03949447
1313	54.02215398
1314	53.95715913
1315	53.94585836
1316	53.89886688
1317	53.86957153
1318	53.84816714
1319	53.81147713
1320	53.76574726
1321	53.73515142
1322	53.65839022
1323	53.63102285
1324	53.59881513
1325	53.54645686
1326	53.5204297
1327	53.47027441
1328	53.43869494
1329	53.43780544
1330	53.39224147
1331	53.35706375
1332	53.34600452
1333	53.31944231
1334	53.31746082
1335	53.31604359
1336	53.2822322
1337	53.25858671
1338	53.21612979
1339	53.18175738
1340	53.16247471
1341	53.13244997
1342	53.11164748
1343	53.09318724
1344	53.01600375
1345	52.98692873
1346	52.95499445
1347	52.9414016
1348	52.90979944
1349	52.86764443
1350	52.85134055
1351	52.82689436
1352	52.81046233
1353	52.79401694
1354	52.7720348
1355	52.72531496
1356	52.70871359
1357	52.66456763
1358	52.6517125
1359	52.63977823
1360	52.6174639
1361	52.56639382
1362	52.53414944
1363	52.50921419
1364	52.48995209
1365	52.44029724
1366	52.42066406
1367	52.41836456
1368	52.38623648
1369	52.34319621
1370	52.31913672
1371	52.28521547
1372	52.26734529
1373	52.20286077
1374	52.18686308
1375	52.1848108
1376	52.16669972
1377	52.08713751
1378	52.05732603
1379	52.03497865
1380	52.00533257
1381	51.97846921
1382	51.96359075
1383	51.94841543
1384	51.88998561
1385	51.87236853
1386	51.83537116
1387	51.79291307
1388	51.77347063
1389	51.75217861
1390	51.72753007
1391	51.71217627
1392	51.68770472
1393	51.66153921
1394	51.63643602
1395	51.62071611
